Compound,RF,NN
CMP3939,7.709220714,7.303360293
CMP3940,8.837682529,8.529548783
CMP3941,6.724692438,5.373374888
CMP3942,8.947872114,10.24413247
CMP3943,7.904858704,8.840600504
CMP3944,8.10962647,9.464580931
CMP3945,8.585741335,5.572814817
CMP3946,7.123894423,8.121512686
CMP3947,9.142478248,10.27935044
CMP3948,9.592171426,10.17407535
CMP3949,8.404011617,9.598190862
CMP3950,7.632832725,6.900576798
CMP3951,9.436646278,7.890838825
CMP3952,8.15103818,8.328620169
CMP3953,9.960617769,9.693844708
CMP3954,6.976667342,8.135156481
CMP3955,6.861163112,3.586025544
CMP3956,7.600035489,8.141267827
CMP3957,9.45061375,11.02289586
CMP3958,6.757742582,2.279271821
CMP3959,8.921239492,9.33999754
CMP3960,9.341397319,8.308870418
CMP3961,8.760158456,8.114599012
CMP3962,7.93647361,7.231892728
CMP3963,7.26443767,8.581857725
CMP3964,9.146703737,9.803625941
CMP3965,8.240980379,10.51905339
CMP3966,7.30817677,6.506745128
CMP3967,9.54345741,10.33591875
CMP3968,9.558800216,10.27601458
CMP3969,6.607158546,2.414833094
CMP3970,8.26195673,9.541188801
CMP3971,9.009302508,10.07929651
CMP3972,6.825257046,7.069377911
CMP3973,6.538276739,7.793207933
CMP3974,8.762935578,7.891795615
CMP3975,8.949130984,8.642567644
CMP3976,9.080716648,7.140953824
CMP3977,9.312381589,10.24496084
CMP3978,7.520210784,9.928152108
CMP3979,9.621192676,6.849100839
CMP3980,7.540268109,6.990588562
CMP3981,8.887086576,8.40656939
CMP3982,9.110768187,8.64083817
CMP3983,9.904512846,9.350084344
CMP3984,6.456194026,5.88753224
CMP3985,8.817898342,10.61248727
CMP3986,7.586625988,8.742347675
CMP3987,6.547509196,6.329344973
CMP3988,6.924030653,3.84354113
CMP3989,9.15416633,9.258012498
CMP3990,8.297634763,6.274645353
CMP3991,8.967587694,8.337892886
CMP3992,8.278459537,9.360179012
CMP3993,9.336611069,7.839074508
CMP3994,6.763070456,4.997847735
CMP3995,7.686660284,6.378711706
CMP3996,8.864287859,9.305218474
CMP3997,6.388927656,5.368819068
CMP3998,7.017094349,7.430719691
CMP3999,9.131640032,8.13591057
CMP4000,7.483837605,6.537567619
CMP4001,7.217005998,9.939401051
CMP4002,9.252586687,10.63315499
CMP4003,6.890359061,6.427068234
CMP4004,7.603914282,8.883603598
CMP4005,9.429219884,9.352873069
CMP4006,7.134500748,7.674492654
CMP4007,7.416136573,10.25213826
CMP4008,9.604057857,11.10234092
CMP4009,8.090208684,9.723340061
CMP4010,7.237072415,5.788487703
CMP4011,7.218069919,8.495537295
CMP4012,9.576773291,4.839566954
CMP4013,6.046355102,5.5336664
CMP4014,7.217669958,8.459112122
CMP4015,8.782468774,9.262863626
CMP4016,9.521762009,10.92412563
CMP4017,8.881229801,10.49891893
CMP4018,8.254695891,9.184893052
CMP4019,9.154754888,7.180413208
CMP4020,8.751152644,9.828079751
CMP4021,7.643718363,8.637858856
CMP4022,8.134841215,7.502544079
CMP4023,8.586169261,8.690846459
CMP4024,7.493787518,6.62336588
CMP4025,8.318656134,7.881859585
CMP4026,9.56050311,8.577164281
CMP4027,8.77040942,10.42746564
CMP4028,6.914797605,6.327936743
CMP4029,9.266770466,7.968736106
CMP4030,9.267841392,9.606336408
CMP4031,9.199708201,8.930560161
CMP4032,9.278519264,9.728306398
CMP4033,7.712479353,6.637617167
CMP4034,9.100952559,9.864845823
CMP4035,8.967335768,9.755668143
CMP4036,7.903770722,10.80390595
CMP4037,8.478310277,5.270937952
CMP4038,7.058719727,7.733710598
CMP4039,8.065991936,7.473058382
CMP4040,9.853353396,7.615524509
CMP4041,9.147542815,10.13770728
CMP4042,8.582684244,10.47464186
CMP4043,9.392164249,8.067646315
CMP4044,8.53445171,7.987716711
CMP4045,9.020944355,8.957628833
CMP4046,9.101150134,10.47244307
CMP4047,9.022272001,8.335359582
CMP4048,8.208980362,7.167980521
CMP4049,7.515558832,7.410496887
CMP4050,8.925875234,8.570952127
CMP4051,8.894416985,7.921972016
CMP4052,9.875818478,9.33525208
CMP4053,9.59615102,9.055673202
CMP4054,9.183175723,9.236590331
CMP4055,6.847660244,4.566126742
CMP4056,7.478236427,8.020902297
CMP4057,7.485838954,8.478958768
CMP4058,8.007535885,7.453482609
CMP4059,8.807194441,9.7530287
CMP4060,6.595744419,5.053465814
CMP4061,7.478448816,7.463928959
CMP4062,7.433005182,3.540434701
CMP4063,5.785535021,5.301798576
CMP4064,7.199987648,8.817541179
CMP4065,6.907245563,6.824964368
CMP4066,9.205702129,10.78710816
CMP4067,8.801230306,6.747374545
CMP4068,7.047849571,7.503485871
CMP4069,9.051494716,8.043085801
CMP4070,7.245502985,8.820281558
CMP4071,9.087896503,9.439272336
CMP4072,7.011002737,7.426842363
CMP4073,6.475979193,2.708249083
CMP4074,8.335515808,9.564009466
CMP4075,6.757913647,6.837865826
CMP4076,7.06832626,9.041517048
CMP4077,6.474032673,5.544188128
CMP4078,8.891801695,9.154860668
CMP4079,6.953642193,7.274561481
CMP4080,9.858588108,10.69363765
CMP4081,8.148383322,9.273186407
CMP4082,8.806859599,9.82639973
CMP4083,7.709951381,8.759070026
CMP4084,9.665904088,10.12507516
CMP4085,8.445682325,8.259085199
CMP4086,7.636365674,7.290634557
CMP4087,8.30873192,5.797481917
CMP4088,8.336591575,6.259240886
CMP4089,9.309598781,7.245501929
CMP4090,7.662706149,8.748055321
CMP4091,9.455441556,7.677296892
CMP4092,9.957224212,10.03624962
CMP4093,6.322666468,7.368526366
CMP4094,8.175101643,10.82379188
CMP4095,9.538098897,10.35201345
CMP4096,6.681271862,2.970011245
CMP4097,8.938946181,11.25592955
CMP4098,7.831589454,8.339582003
CMP4099,9.408104292,8.493383658
CMP4100,7.605407332,6.609961054
CMP4101,8.625057962,10.74055645
CMP4102,8.787729607,8.071563835
CMP4103,6.907481505,6.734888879
CMP4104,9.134434688,9.557194862
CMP4105,9.150061036,7.660117189
CMP4106,7.56807716,9.228480694
CMP4107,7.019950958,9.438308245
CMP4108,8.189142784,6.573696055
CMP4109,8.136149538,10.35503472
CMP4110,7.453366521,5.810686677
CMP4111,9.37532331,11.19290686
CMP4112,9.577212779,8.240216276
CMP4113,8.541692304,8.018444323
CMP4114,9.277940983,9.682837767
CMP4115,7.969534849,10.04532713
CMP4116,9.262126673,10.79603634
CMP4117,9.233104899,9.325012154
CMP4118,8.103739004,9.015791853
CMP4119,7.497994803,8.287112302
CMP4120,8.450443507,6.877241147
CMP4121,7.501139129,6.43043503
CMP4122,8.893679205,7.922746178
CMP4123,8.969652872,8.860711176
CMP4124,9.814251344,8.865934476
CMP4125,8.712316207,6.713809789
CMP4126,6.473916587,7.38524442
CMP4127,6.494139247,6.635704888
CMP4128,6.779230356,3.31791638
CMP4129,9.42958004,8.662056616
CMP4130,8.304703944,6.645648485
CMP4131,8.237450395,9.667963545
CMP4132,7.472086244,7.540677212
CMP4133,6.252675065,6.512544677
CMP4134,8.39721357,10.66590112
CMP4135,7.283815357,8.675674618
CMP4136,8.362869446,9.92920105
CMP4137,8.752166491,8.572383731
CMP4138,9.594888243,8.667640976
CMP4139,9.1396172,8.491123917
CMP4140,9.139692431,8.121170143
CMP4141,6.671192253,4.137658043
CMP4142,6.913330335,7.274401605
CMP4143,8.802351017,8.128115118
CMP4144,7.384575796,9.754167697
CMP4145,9.083477938,6.085827191
CMP4146,9.190114137,7.636372705
CMP4147,9.267300405,10.8425707
CMP4148,6.534473457,3.518858335
CMP4149,9.700587873,8.476826072
CMP4150,7.011801057,8.604707458
CMP4151,7.377730569,7.806337512
CMP4152,7.29429575,7.215307572
CMP4153,9.011056245,10.15409459
CMP4154,9.290216077,10.82008376
CMP4155,8.047826308,10.13721292
CMP4156,9.216341589,10.34942917
CMP4157,7.463622968,8.989238076
CMP4158,9.566195005,4.607373579
CMP4159,8.68955322,10.7179489
CMP4160,7.238347023,7.537212436
CMP4161,8.960909509,10.33503989
CMP4162,7.056973731,6.125030166
CMP4163,8.585340748,4.866715188
CMP4164,6.934870938,7.632622943
CMP4165,7.205691077,5.778575311
CMP4166,9.217072049,8.292420263
CMP4167,9.031264519,6.841414868
CMP4168,8.616193645,9.426618527
CMP4169,9.488607688,8.914100923
CMP4170,8.876900562,8.173463781
CMP4171,6.141954091,1.877201692
CMP4172,6.812131286,7.021353
CMP4173,9.235045098,9.810018778
CMP4174,9.626310569,9.782482647
CMP4175,9.54836038,10.45618553
CMP4176,9.231934698,10.94288127
CMP4177,7.725993368,5.948023107
CMP4178,8.209819206,9.726331662
CMP4179,9.715531892,8.357091578
CMP4180,9.644067306,7.966402853
CMP4181,7.792470366,8.104388104
CMP4182,9.28323075,9.750093671
CMP4183,8.587518033,7.909485176
CMP4184,9.329197711,10.45093692
CMP4185,9.093904969,7.852638603
CMP4186,8.441913275,10.69706384
CMP4187,8.728742212,9.488690411
CMP4188,6.864311434,7.821068948
CMP4189,9.368434568,8.848245322
CMP4190,8.399359095,7.055715192
CMP4191,7.650325622,8.53040331
CMP4192,9.874527538,9.189090232
CMP4193,7.985396559,9.284727619
CMP4194,7.75730274,7.577632544
CMP4195,8.231587626,10.94090636
CMP4196,8.583740817,9.064140748
CMP4197,6.117886371,3.778770682
CMP4198,8.252071052,7.656178988
CMP4199,9.970572199,9.203825293
CMP4200,9.131775556,7.951555445
CMP4201,9.442062948,6.376428831
CMP4202,9.422245368,6.98325709
CMP4203,9.282341124,9.777531126
CMP4204,7.330121252,4.009328933
CMP4205,5.843961721,6.10225168
CMP4206,9.077210031,9.070429215
CMP4207,9.40584198,9.008668863
CMP4208,6.596480493,4.637407849
CMP4209,9.089468609,10.4509029
CMP4210,7.531415649,6.233938503
CMP4211,6.90872935,5.236994004
CMP4212,8.973210473,8.175654627
CMP4213,8.774405337,8.366928517
CMP4214,8.580816358,9.571418591
CMP4215,7.884422569,8.704312758
CMP4216,7.418401909,8.606346017
CMP4217,7.047918508,3.651684809
CMP4218,8.911958307,6.245707616
CMP4219,5.875794531,2.809991246
CMP4220,7.574914583,9.758000449
CMP4221,7.15069845,6.812412501
CMP4222,7.93265743,10.93420206
CMP4223,6.946196054,8.798636403
CMP4224,7.391082894,7.53364967
CMP4225,9.025653645,8.351536886
CMP4226,7.144262594,7.114203833
CMP4227,6.042236072,5.784481338
CMP4228,8.629035469,5.709002518
CMP4229,6.423389897,3.720754741
CMP4230,8.346257781,11.20441741
CMP4231,7.183926839,7.326349364
CMP4232,6.847634822,5.939739545
CMP4233,9.810154834,7.949909391
CMP4234,9.305107349,11.02857365
CMP4235,8.726406295,10.51469992
CMP4236,9.083591505,8.589082042
CMP4237,9.310645325,9.167493043
CMP4238,7.645569097,6.697818381
CMP4239,7.121206922,9.407836464
CMP4240,5.916614183,6.970735789
CMP4241,9.705054083,9.240478692
CMP4242,8.808824276,9.703829246
CMP4243,9.374470043,9.978830349
CMP4244,9.412262008,10.30030974
CMP4245,9.303213877,9.017641893
CMP4246,9.524482176,5.823356156
CMP4247,8.914749679,9.199416211
CMP4248,6.692880993,7.223010591
CMP4249,8.943884623,4.615228725
CMP4250,7.0633019,8.020519744
CMP4251,8.559612317,7.977172766
CMP4252,9.368667979,10.10868495
CMP4253,9.534535833,9.883578479
CMP4254,8.390145129,10.68818608
CMP4255,6.968820666,5.902823621
CMP4256,7.481419398,7.915513477
CMP4257,8.228271633,7.159203531
CMP4258,8.292405963,6.322861678
CMP4259,9.429146579,8.002507662
CMP4260,9.002560796,10.86903938
CMP4261,7.355128229,4.867526966
CMP4262,9.563649719,9.436416672
CMP4263,9.306379824,8.845480383
CMP4264,6.630902075,8.315274067
CMP4265,9.47293322,8.246446349
CMP4266,8.425179757,9.064257221
CMP4267,9.716722379,11.09562002
CMP4268,8.251288472,5.40995905
CMP4269,9.008235026,8.405000973
CMP4270,9.372892613,7.533386015
CMP4271,6.865341167,3.448972463
CMP4272,7.895590954,6.512450478
CMP4273,7.419738811,8.678586855
CMP4274,7.968924694,5.900257549
CMP4275,7.674748804,9.128256255
CMP4276,8.944628601,7.489742556
CMP4277,9.106919561,9.834819148
CMP4278,7.955597439,7.631982176
CMP4279,8.984978106,9.097520524
CMP4280,8.966101391,8.88282547
CMP4281,6.683813083,6.238164067
CMP4282,9.206472026,8.355602968
CMP4283,8.837242235,9.749742717
CMP4284,8.059854399,10.15880022
CMP4285,9.491762143,10.73457217
CMP4286,8.811841828,9.483722345
CMP4287,6.859157953,8.118130588
CMP4288,7.076036126,7.333701653
CMP4289,9.607499711,10.09925533
CMP4290,8.428458903,9.295838052
CMP4291,9.174803053,9.531121873
CMP4292,8.390703214,5.63613378
CMP4293,8.132793961,10.89757214
CMP4294,9.584999793,9.766908219
CMP4295,7.281696818,9.317492197
CMP4296,6.880988838,9.026663075
CMP4297,8.973287448,9.500937765
CMP4298,9.411723038,10.80491201
CMP4299,8.95199821,9.282780741
CMP4300,8.832061454,8.215817944
CMP4301,9.136910948,10.82954141
CMP4302,9.070556232,10.12782923
CMP4303,8.960866131,8.683700759
CMP4304,9.269844944,10.49502405
CMP4305,9.859520242,9.54176247
CMP4306,8.967487991,9.125206689
CMP4307,8.926717211,8.47186752
CMP4308,9.283861432,10.31752154
CMP4309,9.566229825,9.760470996
CMP4310,9.416508955,7.850502309
CMP4311,9.33355948,9.972841589
CMP4312,8.226053317,9.866415443
CMP4313,8.741448639,9.151076824
CMP4314,7.078885803,6.005728309
CMP4315,8.524670462,7.1946119
CMP4316,8.276556432,6.199552057
CMP4317,9.509020736,8.379268703
CMP4318,9.442641675,7.511740785
CMP4319,9.406073985,10.38204612
CMP4320,7.198569904,7.257064029
CMP4321,8.391934572,10.29915745
CMP4322,9.36930837,9.331164225
CMP4323,9.630700894,11.01344201
CMP4324,9.171429505,9.371948274
CMP4325,7.96068227,7.25057168
CMP4326,7.178709454,4.502678447
CMP4327,7.239149726,6.256113245
CMP4328,6.928322212,7.445142217
CMP4329,7.55917566,8.177812504
CMP4330,9.098285615,8.513808379
CMP4331,6.619060553,6.369592855
CMP4332,9.509140903,9.186582709
CMP4333,5.840120837,5.849197634
CMP4334,9.283314274,10.27209402
CMP4335,9.241669622,7.942117464
CMP4336,6.467847229,6.152661443
CMP4337,9.162156762,8.610940952
CMP4338,9.502089962,9.209343556
CMP4339,7.195358138,7.346984661
CMP4340,9.554384193,9.180968286
CMP4341,6.584006593,5.733842015
CMP4342,9.457526726,10.47611501
CMP4343,9.285656431,9.992449187
CMP4344,6.860679533,0.569715271
CMP4345,7.559756356,6.18780193
CMP4346,8.932216329,10.27145225
CMP4347,9.084371963,6.493166335
CMP4348,9.169787072,7.903234003
CMP4349,7.980025842,6.522980086
CMP4350,8.479575589,8.66466207
CMP4351,6.81119411,6.767625269
CMP4352,6.966921337,7.458300992
CMP4353,9.070511666,8.486344268
CMP4354,7.363064256,7.604405885
CMP4355,9.020970405,8.211102402
CMP4356,8.218853116,7.148940057
CMP4357,8.444282875,9.664948623
CMP4358,9.172322931,8.821379416
CMP4359,6.62472031,6.097141564
CMP4360,9.578784402,10.72105507
CMP4361,7.592919595,8.007166914
CMP4362,8.807949001,10.38354591
CMP4363,9.301317734,9.235747674
CMP4364,7.119792068,8.974685912
CMP4365,9.372266394,8.621816985
CMP4366,8.341826199,8.376512426
CMP4367,7.17406902,7.98643458
CMP4368,9.053834543,8.662937854
CMP4369,6.930597517,7.396796167
CMP4370,9.728433799,9.94590882
CMP4371,6.466770506,4.107470815
CMP4372,6.754483589,5.572975594
CMP4373,9.329989681,10.38630485
CMP4374,7.857965453,8.162367405
CMP4375,9.243939605,10.13286853
CMP4376,7.770172668,5.884587887
CMP4377,9.356544839,8.783804373
CMP4378,7.333510541,6.77178877
CMP4379,8.997726648,11.03105902
CMP4380,8.770763408,8.212016092
CMP4381,8.785462786,8.365275448
CMP4382,7.810279106,8.572155711
CMP4383,9.031967674,6.304973665
CMP4384,9.230192372,11.02153524
CMP4385,7.873843196,9.252206058
CMP4386,9.5321997,5.928988697
CMP4387,9.425356776,10.07306465
CMP4388,9.348615453,8.741540875
CMP4389,6.209797837,4.773307699
CMP4390,8.508471101,8.312306913
CMP4391,7.662966274,9.042761199
CMP4392,8.90270362,7.682706594
CMP4393,8.354797008,9.429160577
CMP4394,8.657315587,8.476700692
CMP4395,9.069388702,9.082118862
CMP4396,9.046021253,9.221503585
CMP4397,6.472764108,8.092443351
CMP4398,7.536159405,9.908556383
CMP4399,8.504666724,8.916335413
CMP4400,9.297861099,8.803432693
CMP4401,8.582369417,5.66205072
CMP4402,9.223925305,8.238857027
CMP4403,6.334312939,6.510292446
CMP4404,8.152334231,7.463974557
CMP4405,9.21562324,8.835228711
CMP4406,8.985292484,6.725465418
CMP4407,8.524926334,8.669365149
CMP4408,7.619035786,9.036523618
CMP4409,9.031371551,10.67661619
CMP4410,9.07064582,8.738318856
CMP4411,9.073070222,6.265912692
CMP4412,9.570217987,7.167209597
CMP4413,6.986597611,7.828453199
CMP4414,7.993331701,9.596399904
CMP4415,7.771548529,8.962896513
CMP4416,8.953426101,9.801719419
CMP4417,7.01245419,7.078702482
CMP4418,7.699049886,9.664601334
CMP4419,7.926329776,9.238014021
CMP4420,9.2178367,8.691072269
CMP4421,7.960956658,7.412333346
CMP4422,9.015409386,6.937794613
CMP4423,8.011238619,10.16711898
CMP4424,8.810733279,11.0370539
CMP4425,9.179468642,9.270188966
CMP4426,9.132003897,9.46652347
CMP4427,7.791153576,8.491296155
CMP4428,7.834809523,6.790015261
CMP4429,8.981576585,7.975722398
CMP4430,6.654763475,8.77823162
CMP4431,6.411817166,7.700652258
CMP4432,9.488179665,8.754280392
CMP4433,6.245630689,7.116057364
CMP4434,9.078193311,8.799823302
CMP4435,8.596143316,9.492203879
CMP4436,9.819794686,10.26995579
CMP4437,8.657090179,10.94735514
CMP4438,9.532976918,8.237240681
CMP4439,9.970538499,9.468843357
CMP4440,8.564128457,10.06439105
CMP4441,9.46713793,8.125943258
CMP4442,8.539592046,9.26857692
CMP4443,7.272482935,5.672975587
CMP4444,7.096758704,6.163715573
CMP4445,8.744670855,8.206628812
CMP4446,7.261725249,9.739303153
CMP4447,8.689228757,10.25202299
CMP4448,9.312790722,6.457232266
CMP4449,8.909627754,10.56069187
CMP4450,9.861668436,10.3459372
CMP4451,9.472474819,10.09661779
CMP4452,9.783183517,8.186575705
CMP4453,8.490173421,8.013973455
CMP4454,8.710955831,7.70302717
CMP4455,9.560433225,9.79812003
CMP4456,9.14877902,10.0258628
CMP4457,9.502161268,7.792941777
CMP4458,8.464167326,5.279804452
CMP4459,9.407049896,9.611196225
CMP4460,8.925911263,9.70590859
CMP4461,8.564769193,8.812490693
CMP4462,9.468627706,9.728670621
CMP4463,8.612933498,5.633686853
CMP4464,9.01023612,9.35997688
CMP4465,6.414273608,6.656360356
CMP4466,9.032576092,6.897040019
CMP4467,7.37433353,7.310826954
CMP4468,8.187586728,7.610511812
CMP4469,6.8849157,7.069686942
CMP4470,6.877234344,7.091741233
CMP4471,7.199437457,9.210599044
CMP4472,7.606751952,10.34471371
CMP4473,8.164402021,6.48491785
CMP4474,8.25511493,10.63964217
CMP4475,8.672488783,7.447057723
CMP4476,7.472823678,4.239288173
CMP4477,7.381786681,6.669647315
CMP4478,6.894720279,4.388114452
CMP4479,9.33746026,8.840396999
CMP4480,8.20560149,7.756011904
CMP4481,8.423665536,9.782521816
CMP4482,7.643188332,8.188078055
CMP4483,5.783497642,5.165339492
CMP4484,8.673439025,8.315543711
CMP4485,9.299718575,10.55782043
CMP4486,8.949911352,11.18164003
CMP4487,7.784974821,6.493771559
CMP4488,9.259501885,9.704623689
CMP4489,7.264468034,9.946967408
CMP4490,9.203464777,9.058442949
CMP4491,9.199425044,9.606589423
CMP4492,8.68645009,9.34521186
CMP4493,9.111317842,6.41643905
CMP4494,8.924334276,9.582407993
CMP4495,9.059384865,9.916680772
CMP4496,6.968249393,8.651837034
CMP4497,7.87729224,9.090747262
CMP4498,7.678595369,8.616576918
CMP4499,7.929517766,8.970374181
CMP4500,8.960653649,9.051461112
CMP4501,8.246473907,9.365541777
CMP4502,9.09591205,8.546399644
CMP4503,7.507342595,6.440946498
CMP4504,7.843753351,9.041226148
CMP4505,7.426933737,9.551693826
CMP4506,6.704252644,7.24286716
CMP4507,8.035960753,9.626982622
CMP4508,9.236696199,8.374231902
CMP4509,9.078160842,8.340862561
CMP4510,9.061724724,9.234650647
CMP4511,6.215263447,2.435953739
CMP4512,8.998656021,11.04757586
CMP4513,7.007991165,7.59214016
CMP4514,8.962492049,9.906465128
CMP4515,8.593621242,9.694048292
CMP4516,9.34116476,10.81953334
CMP4517,8.844111547,10.93553818
CMP4518,8.805375244,9.265177727
CMP4519,9.312258769,6.296672169
CMP4520,9.223229059,8.651285036
CMP4521,8.877470593,8.728536303
CMP4522,8.967657422,5.474447182
CMP4523,9.101999687,9.635244427
CMP4524,9.425078917,9.592648352
CMP4525,8.439357031,4.975384613
CMP4526,9.30210574,9.742185357
CMP4527,8.463141675,7.460540448
CMP4528,9.641207106,10.47399194
CMP4529,8.371157163,5.594731192
CMP4530,9.310015325,9.363481337
CMP4531,6.682517866,3.716792456
CMP4532,9.456032807,10.09715568
CMP4533,9.616084558,10.99309126
CMP4534,7.947189649,7.491703245
CMP4535,6.956490526,8.20817266
CMP4536,8.223554182,9.104418326
CMP4537,7.983030111,8.299354892
CMP4538,8.945064526,10.47371066
CMP4539,9.14637029,11.04372722
CMP4540,8.981334545,7.999269548
CMP4541,9.313410633,7.240545593
CMP4542,7.842229505,6.430349015
CMP4543,9.353288735,10.09236078
CMP4544,9.067721451,6.111580359
CMP4545,9.660020782,10.55627092
CMP4546,8.056356963,5.548484341
CMP4547,6.359588722,5.698575165
CMP4548,6.917642924,6.686223756
CMP4549,6.831592875,8.540222845
CMP4550,9.468634843,7.474170764
CMP4551,8.716816694,10.12531678
CMP4552,9.581338039,8.267467221
CMP4553,7.501760952,7.561341972
CMP4554,7.890696487,9.054191866
CMP4555,7.949317267,9.527648983
CMP4556,9.363152056,8.877195998
CMP4557,7.164235848,4.954890263
CMP4558,7.051365544,5.482422527
CMP4559,7.868272204,7.669240662
CMP4560,6.453268721,4.83184889
CMP4561,8.813004576,10.64512628
CMP4562,7.493549383,8.346791785
CMP4563,8.0605036,8.617792645
CMP4564,7.955894325,8.865238678
CMP4565,8.18289982,9.714737692
CMP4566,9.292512853,9.559340919
CMP4567,7.026065919,5.609803226
CMP4568,8.991276332,7.047456147
CMP4569,8.859379621,8.780889202
CMP4570,9.195183789,8.969799525
CMP4571,7.07574661,7.155330657
CMP4572,9.114147742,8.329918203
CMP4573,9.165364515,9.411599808
CMP4574,8.662372725,8.684745009
CMP4575,6.927486092,4.34256199
CMP4576,8.993655896,10.8930969
CMP4577,7.779549029,8.861131854
CMP4578,9.052869944,7.44943398
CMP4579,9.186530003,8.280337493
CMP4580,9.31931536,8.086753688
CMP4581,8.850050485,7.383956094
CMP4582,9.577422819,9.768861014
CMP4583,8.443183051,10.29068802
CMP4584,9.132702078,10.10946115
CMP4585,9.022102402,7.582841042
CMP4586,8.977979026,8.999088419
CMP4587,7.064348037,6.200484155
CMP4588,8.995876601,10.79559416
CMP4589,8.595552397,5.601149455
CMP4590,9.306059398,9.39064006
CMP4591,8.528001984,6.204601491
CMP4592,8.270102132,10.22713763
CMP4593,9.242526455,7.334781319
CMP4594,9.430017057,10.11390424
CMP4595,8.617588763,9.488550912
CMP4596,7.324148115,5.057427567
CMP4597,9.085714794,6.409144133
CMP4598,7.075851125,3.814334418
CMP4599,7.158569831,5.364097006
CMP4600,7.616919646,8.948487084
CMP4601,9.532661562,5.812370073
CMP4602,7.809740884,6.23787033
CMP4603,8.008590093,8.548810501
CMP4604,7.622818089,7.26416127
CMP4605,8.60892694,10.75789884
CMP4606,7.928678701,9.172609111
CMP4607,7.974050138,8.597164655
CMP4608,7.268322029,6.705800465
CMP4609,7.710289126,9.218972844
CMP4610,9.285223056,10.72153216
CMP4611,7.861099232,8.524922309
CMP4612,9.384949136,10.07667027
CMP4613,9.271416099,8.747266011
CMP4614,9.51832781,11.03582266
CMP4615,8.627466855,10.38156615
CMP4616,7.886474951,6.277797222
CMP4617,7.018882724,6.762472094
CMP4618,9.545315712,8.596423546
CMP4619,9.511259651,10.94282068
CMP4620,7.559869549,7.954141239
CMP4621,8.157534989,9.893988646
CMP4622,9.116901015,9.669016983
CMP4623,6.901047442,7.012772174
CMP4624,8.800185927,7.537269313
CMP4625,9.891075551,10.31572639
CMP4626,8.185463363,10.00655329
CMP4627,7.130879164,7.527837573
CMP4628,7.79708513,9.010916235
CMP4629,9.302525734,7.933404888
CMP4630,7.951765961,8.800482124
CMP4631,6.571398761,8.063836683
CMP4632,9.777290436,8.25854668
CMP4633,7.700353703,9.403426889
CMP4634,9.300020117,9.10794163
CMP4635,9.353276974,8.582587015
CMP4636,7.984580786,8.832517741
CMP4637,9.463378224,8.111420156
CMP4638,8.508634893,8.235354531
CMP4639,8.987677565,9.283224528
CMP4640,8.763044718,9.747292483
CMP4641,9.338398439,9.490047566
CMP4642,9.114489962,7.10968602
CMP4643,9.624626921,7.211245085
CMP4644,9.207624585,10.03532291
CMP4645,8.841780143,10.83931096
CMP4646,8.110887659,9.534513383
CMP4647,9.852017718,10.3081148
CMP4648,8.797120149,10.35261088
CMP4649,8.816184698,7.360539818
CMP4650,8.871510198,10.14971763
CMP4651,8.438920514,4.702836919
CMP4652,8.990161648,7.737015693
CMP4653,9.199954794,5.792370888
CMP4654,9.098374948,8.27735854
CMP4655,7.056382348,5.263759236
CMP4656,9.055212315,10.90726756
CMP4657,8.621782197,5.699788896
CMP4658,9.558689683,9.925219866
CMP4659,6.903092217,8.200112342
CMP4660,9.241025643,7.461678118
CMP4661,8.301835548,7.455172225
CMP4662,9.008176775,10.26368267
CMP4663,9.464405469,8.369505909
CMP4664,7.742698626,9.248927379
CMP4665,6.752309526,7.488184704
CMP4666,7.793599573,9.224748718
CMP4667,6.811054123,6.445062578
CMP4668,6.814896141,4.596819363
CMP4669,7.816751005,7.826419614
CMP4670,9.166004021,9.506857374
CMP4671,8.63901799,8.919383864
CMP4672,8.897079268,7.099612612
CMP4673,9.367831638,10.25477698
CMP4674,9.650259803,10.39794387
CMP4675,7.734107045,9.240578517
CMP4676,8.832324204,10.20658684
CMP4677,9.053071492,7.384576437
CMP4678,7.364255203,5.527733536
CMP4679,8.302225513,5.727852909
CMP4680,9.529465634,7.537938711
CMP4681,8.679341293,9.690436251
CMP4682,8.509447193,9.331122374
CMP4683,8.578913256,8.66291805
CMP4684,7.962018602,10.60430887
CMP4685,7.304591225,7.187998593
CMP4686,8.963681369,6.486569502
CMP4687,7.404247996,6.45144987
CMP4688,6.767768692,6.09848111
CMP4689,9.607821011,9.289366891
CMP4690,6.823468941,7.263707126
CMP4691,7.049916868,8.7424394
CMP4692,7.782902952,5.283338506
CMP4693,9.494486042,10.73493751
CMP4694,8.166730885,10.24905309
CMP4695,7.61175341,8.091055022
CMP4696,7.150407666,5.699687968
CMP4697,8.431107288,8.783568577
CMP4698,6.849141979,7.218455495
CMP4699,9.064714057,9.042695705
CMP4700,9.177101874,8.75991698
CMP4701,9.285104774,10.79954247
CMP4702,8.644381502,8.528118936
CMP4703,9.57535182,10.7395035
CMP4704,9.557426282,8.647737778
CMP4705,9.540428879,8.229993445
CMP4706,8.853785376,10.87731019
CMP4707,8.81501168,9.277389596
CMP4708,7.681949385,8.725389413
CMP4709,8.018844958,8.078603217
CMP4710,9.180456028,8.378450022
CMP4711,9.458025465,9.751805539
CMP4712,9.396684065,10.85033591
CMP4713,9.353267948,10.09976105
CMP4714,7.865130439,6.144086629
CMP4715,9.070933962,9.3018494
